id,citing,citing_venue,cited,cited_venue,creation,is_citing_iris,is_cited_iris,flow,citing_issns,cited_issns,citing_scimago_area,citing_scimago_category,citing_doaj_lcc,citing_doaj_subject,cited_scimago_area,cited_scimago_category,cited_doaj_lcc,cited_doaj_subject
oci:062601228904-06102457349,omid:br/062601228904,Journal Of The Optical Society Of America B [omid:br/0614026245 issn:0740-3224 issn:1520-8540 openalex:S64486668],omid:br/06102457349,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2015-04-10,True,False,Outgoing,"['07403224', '15208540']","['00319007', '10797114']",Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q2); Statistical and Nonlinear Physics (Q3)",,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0680155103-06170193598,omid:br/0680155103,Molecular Neurodegeneration [omid:br/06402654 issn:1750-1326 openalex:S40861184],omid:br/06170193598,Cerebral Cortex [omid:br/062304345 issn:1047-3211 issn:1460-2199 openalex:S117898428],2020-03-30,True,False,Outgoing,['17501326'],"['10473211', '14602199']","Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience",Cellular and Molecular Neuroscience (Q1); Molecular Biology (Q1); Neurology (clinical) (Q1),RC346-429|RC952-954.6,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system | Medicine: Internal medicine: Special situations and conditions: Geriatrics,Neuroscience,Cognitive Neuroscience (Q1); Cellular and Molecular Neuroscience (Q2),,
oci:06110438852-06302439901,omid:br/06110438852,Physics Of Atomic Nuclei [omid:br/0626015446 issn:1063-7788 issn:1562-692X openalex:S20255291],omid:br/06302439901,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2011-04,False,True,Incoming,"['10637788', '1562692X']","['00319007', '10797114']",Physics and Astronomy,"Nuclear and High Energy Physics (Q3); Atomic and Molecular Physics, and Optics (Q4)",,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:062101320844-06240341805,omid:br/062101320844,Physical Review A [omid:br/061032719 issn:1050-2947 issn:1094-1622 openalex:S164566984],omid:br/06240341805,Nature [omid:br/0626016512 issn:0028-0836 issn:1465-7392 issn:1476-4679 issn:1476-4687 issn:1744-7933],2015-08-19,False,True,Incoming,"['10502947', '10941622']","['00280836', '14657392', '14764679', '14764687', '17447933']",,,,,Multidisciplinary,Multidisciplinary (Q1),,
oci:061702706975-061902057591,omid:br/061702706975,Physical Review E [omid:br/0626063578 issn:1539-3755 issn:1550-2376 openalex:S35412551],omid:br/061902057591,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2013-09-23,False,True,Incoming,"['15393755', '15502376']","['00319007', '10797114']",,,,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06180511327-06130505653,omid:br/06180511327,Physical Chemistry Chemical Physics [omid:br/064010713 issn:1463-9076 issn:1463-9084 openalex:S181332294],omid:br/06130505653,The Journal Of Physical Chemistry Letters [omid:br/065031994 issn:1948-7185 openalex:S123480357],2019,True,True,Internal,"['14639076', '14639084']",['19487185'],Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,,Chemistry; Materials Science,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1),,
oci:06330562340-0630682779,omid:br/06330562340,The Journal Of Biochemistry [omid:br/06903597 issn:0021-924X issn:1756-2651 openalex:S184547178],omid:br/0630682779,Cell [omid:br/0611013894 issn:0092-8674 openalex:S110447773],2024-02-02,False,True,Incoming,"['0021924X', '17562651']",['00928674'],"Biochemistry, Genetics and Molecular Biology; Medicine",Biochemistry (Q2); Medicine (miscellaneous) (Q2); Molecular Biology (Q3),,,"Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1)",,
oci:06320170592-06110498804,omid:br/06320170592,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],omid:br/06110498804,The Astrophysical Journal [omid:br/062408625 issn:2041-8205 issn:2041-8213 openalex:S4210175824],2023-06-01,True,False,Outgoing,"['0004637X', '15384357']","['20418205', '20418213']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:06110499205-06230333058,omid:br/06110499205,The Astrophysical Journal [omid:br/062408625 issn:2041-8205 issn:2041-8213 openalex:S4210175824],omid:br/06230333058,Classical And Quantum Gravity [omid:br/061606259 issn:0264-9381 issn:1361-6382 openalex:S171172751],2018-08-21,False,True,Incoming,"['20418205', '20418213']","['02649381', '13616382']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0640328197-06702437646,omid:br/0640328197,Biophysical Journal [omid:br/061505620 issn:0006-3495 issn:1542-0086 openalex:S98085912],omid:br/06702437646,Journal Of The Mechanical Behavior Of Biomedical Materials [omid:br/067047910 issn:1751-6161 issn:1878-0180 openalex:S100249163],2019-05,True,False,Outgoing,"['00063495', '15420086']","['17516161', '18780180']","Biochemistry, Genetics and Molecular Biology",Biophysics (Q1),,,Engineering; Materials Science,Mechanics of Materials (Q1); Biomaterials (Q2); Biomedical Engineering (Q2),,
oci:06701821092-061602074351,omid:br/06701821092,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/061602074351,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2014-12,False,True,Incoming,"['10298479', '11266708']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:061201808442-061401711953,omid:br/061201808442,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/061401711953,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],2022-04-11,True,False,Outgoing,"['13652966', '00358711', '13652966']","['0004637X', '15384357']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics
oci:061104028654-061801843186,omid:br/061104028654,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/061801843186,Nature Photonics [omid:br/0621041052 issn:1749-4885 issn:1749-4893 openalex:S120392215],2023-06-16,False,True,Incoming,"['00319007', '10797114']","['17494885', '17494893']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Materials Science; Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)",,
oci:061601661074-061501653845,omid:br/061601661074,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],omid:br/061501653845,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],2007-02-21,False,True,Incoming,"['00219606', '10897690']","['00219606', '10897690']",Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,,Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,
oci:06102206670-06602192524,omid:br/06102206670,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],omid:br/06602192524,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2002-12-11,False,True,Incoming,"['13652966', '00358711', '13652966']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:06110715668-06140101066,omid:br/06110715668,Tetrahedron [omid:br/0626023199 issn:0040-4020 openalex:S205754296],omid:br/06140101066,Angewandte Chemie International Edition [omid:br/061601945 doi:10.1002/(issn)1521-3773 issn:0570-0833 issn:1433-7851 issn:1521-3773 openalex:S67393510],1989-01,True,False,Outgoing,['00404020'],"['15213773', '05700833', '14337851', '15213773']","Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics",Biochemistry (Q3); Drug Discovery (Q3); Organic Chemistry (Q3),,,Chemical Engineering; Chemistry,Catalysis (Q1); Chemistry (miscellaneous) (Q1),,
oci:062603817212-0670143840,omid:br/062603817212,Frontiers In Cellular Neuroscience [omid:br/0624012971 issn:1662-5102 openalex:S36653316],omid:br/0670143840,Stem Cells [omid:br/0603903728 issn:0250-6793 openalex:S4210239343],2022,False,True,Incoming,['16625102'],['02506793'],Neuroscience,Cellular and Molecular Neuroscience (Q2),RC321-571,Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry,,,,
oci:062604225495-0650567533,omid:br/062604225495,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],omid:br/0650567533,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],2024-02-08,True,False,Outgoing,"['00319007', '10797114']","['24700010', '24700029']",Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,
oci:062601449545-06210508356,omid:br/062601449545,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],omid:br/06210508356,Journal Of Instrumentation [omid:br/064010524 doi:10.1088/1748-0221 issn:1748-0221 openalex:S116045149],2014-02-04,False,True,Incoming,"['15502368', '15507998']","['17480221', '17480221']",,,,,Mathematics; Physics and Astronomy,Instrumentation (Q3); Mathematical Physics (Q3),,
oci:06102845791-062602087355,omid:br/06102845791,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/062602087355,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2015-06,True,True,Internal,['03702693'],"['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:0630570220-061301427607,omid:br/0630570220,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/061301427607,Physical Review D [omid:br/066033919 issn:1550-2368 issn:1550-7998 openalex:S4210210554],2022-06-14,True,False,Outgoing,"['24700010', '24700029']","['15502368', '15507998']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,,,,
oci:06210408993-06130119491,omid:br/06210408993,International Journal Of Quantum Chemistry [omid:br/061507360 doi:10.1002/(issn)1097-461x issn:0020-7608 issn:1097-461X openalex:S167203149],omid:br/06130119491,Chemical Physics Letters [omid:br/062302564 issn:0009-2614 openalex:S44567922],2010-09-08,True,False,Outgoing,"['00207608', '1097461X']",['00092614'],Chemistry; Physics and Astronomy,"Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Physical and Theoretical Chemistry (Q3)",,,Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,
oci:06401395119-062202446519,omid:br/06401395119,The Journal Of Organic Chemistry [omid:br/0618033367 issn:0022-3263 issn:1520-6904 openalex:S205050996],omid:br/062202446519,Bioorganic Chemistry [omid:br/0616053136 issn:0045-2068 issn:1090-2120 openalex:S165482960],2013-09-19,True,False,Outgoing,"['00223263', '15206904']","['00452068', '10902120']",Chemistry,Organic Chemistry (Q2),,,"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics",Organic Chemistry (Q1); Biochemistry (Q2); Drug Discovery (Q2); Molecular Biology (Q3),,
oci:06602418219-06902058550,omid:br/06602418219,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],omid:br/06902058550,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],2019-06-05,True,False,Outgoing,"['15499618', '15499626']","['15499618', '15499626']",Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,
oci:06240503279-062101418398,omid:br/06240503279,Physical Chemistry Chemical Physics [omid:br/064010713 issn:1463-9076 issn:1463-9084 openalex:S181332294],omid:br/062101418398,International Journal Of Molecular Sciences [omid:br/066033829 doi:10.3390/ijms issn:1422-0067],2018,True,False,Outgoing,"['14639076', '14639084']",['14220067'],Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Computer Science; Medicine",Catalysis (Q1); Computer Science Applications (Q1); Inorganic Chemistry (Q1); Medicine (miscellaneous) (Q1); Organic Chemistry (Q1); Physical and Theoretical Chemistry (Q1); Spectroscopy (Q1); Molecular Biology (Q2),,
oci:06150342124-06160993414,omid:br/06150342124,AYU (An International Quarterly Journal Of Research In Ayurveda) [omid:br/062202170621 issn:0974-8520 issn:0976-9382 openalex:S4210173036],omid:br/06160993414,South European Society And Politics [omid:br/06160994465 issn:1360-8746 issn:1743-9612 openalex:S38590382],2016-11-07,True,False,Outgoing,"['09748520', '09769382']","['13608746', '17439612']",,,,,Social Sciences,Sociology and Political Science (Q1),,
oci:061401492606-0610723458,omid:br/061401492606,The Journal Of Physical Chemistry Letters [omid:br/065031994 issn:1948-7185 openalex:S123480357],omid:br/0610723458,Tetrahedron [omid:br/0626023199 issn:0040-4020 openalex:S205754296],2009-11-06,False,True,Incoming,['19487185'],['00404020'],Chemistry; Materials Science,Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1),,,"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics",Biochemistry (Q3); Drug Discovery (Q3); Organic Chemistry (Q3),,
oci:06302832016-06601835082,omid:br/06302832016,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/06601835082,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],2013-01,True,True,Internal,['03702693'],"['10298479', '11266708']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:061101835098-06101772484,omid:br/061101835098,Biomolecules [omid:br/0611043229 issn:2218-273X openalex:S4210236520],omid:br/06101772484,Cell Metabolism [omid:br/0612036980 issn:1550-4131 openalex:S177533077],2021-02-19,True,False,Outgoing,['2218273X'],['15504131'],"Biochemistry, Genetics and Molecular Biology",Biochemistry (Q1); Molecular Biology (Q2),QR1-502,Science: Microbiology,"Biochemistry, Genetics and Molecular Biology",Cell Biology (Q1); Molecular Biology (Q1); Physiology (Q1),,
oci:0630524900-06101405447,omid:br/0630524900,Applied Physics Letters [omid:br/067011551 issn:0003-6951 issn:1077-3118 openalex:S105243760],omid:br/06101405447,Carbon [omid:br/0619036539 issn:0008-6223 openalex:S188605413],2013-04-29,False,True,Incoming,"['00036951', '10773118']",['00086223'],Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,,Chemistry; Materials Science,Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1),,
oci:06601661646-0690128702,omid:br/06601661646,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],omid:br/0690128702,Chemical Physics Letters [omid:br/062302564 issn:0009-2614 openalex:S44567922],2010-05-28,True,False,Outgoing,"['00219606', '10897690']",['00092614'],Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,,Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,
